normalized_name	concept_id	display_name
amputation above-knee (procedure)	79733001	Amputation above-knee (procedure)
amputation of finger, except thumb (procedure)	76956004	Amputation of finger, except thumb (procedure)
amputation of lower limb (procedure)	397117006	Amputation of lower limb (procedure)
amputation of lower limb through tibia and fibula (procedure)	88312006	Amputation of lower limb through tibia and fibula (procedure)
amputation of the foot (procedure)	180030006	Amputation of the foot (procedure)
amputation of toe (procedure)	371186005	Amputation of toe (procedure)
amputee (finding)	41944006	Amputee (finding)
amygdalolith (disorder)	6461009	Amygdalolith (disorder)
amyloidosis (disorder)	17602002	Amyloidosis (disorder)
amyotrophic lateral sclerosis (disorder)	86044005	Amyotrophic lateral sclerosis (disorder)
anal and rectal polyp (disorder)	197210001	Anal and rectal polyp (disorder)
anal fissure (disorder)	30037006	Anal fissure (disorder)
anal inflammation (disorder)	301779004	Anal inflammation (disorder)
anal pain (finding)	68653001	Anal pain (finding)
anal polyp (disorder)	88580009	Anal polyp (disorder)
anal skin tag (disorder)	195469007	Anal skin tag (disorder)
anaphylaxis (disorder)	39579001	Anaphylaxis (disorder)
anaplastic large t-cell systemic malignant lymphoma (disorder)	404134006	Anaplastic large T-cell systemic malignant lymphoma (disorder)
anaplastic lymphoma kinase positive large b-cell lymphoma (disorder)	715950008	Anaplastic lymphoma kinase positive large B-cell lymphoma (disorder)
anemia (disorder)	271737000	Anemia (disorder)
anemia caused by medication (disorder)	428383000	Anemia caused by medication (disorder)
anemia due to and following chemotherapy (disorder)	767657005	Anemia due to and following chemotherapy (disorder)
anemia due to blood loss (disorder)	413532003	Anemia due to blood loss (disorder)
anemia due to chronic blood loss (disorder)	413533008	Anemia due to chronic blood loss (disorder)
anemia due to unknown mechanism (disorder)	79035003	Anemia due to unknown mechanism (disorder)
anemia in mother complicating pregnancy, childbirth and/or puerperium (disorder)	45828008	Anemia in mother complicating pregnancy, childbirth AND/OR puerperium (disorder)
anemia in neoplastic disease (disorder)	191265009	Anemia in neoplastic disease (disorder)
anemia of chronic disorder (disorder)	234347009	Anemia of chronic disorder (disorder)
anemia of chronic renal failure (disorder)	49708008	Anemia of chronic renal failure (disorder)
anemia of pregnancy (disorder)	27342004	Anemia of pregnancy (disorder)
anemia of prematurity (disorder)	47100003	Anemia of prematurity (disorder)
anemia of renal disease (disorder)	234348004	Anemia of renal disease (disorder)
anemia secondary to renal failure (disorder)	310647000	Anemia secondary to renal failure (disorder)
anergy (finding)	31875000	Anergy (finding)
aneurysm (disorder)	432119003	Aneurysm (disorder)
aneurysm of ascending aorta (disorder)	425963007	Aneurysm of ascending aorta (disorder)
aneurysm of cerebral artery (disorder)	128608001	Aneurysm of cerebral artery (disorder)
aneurysm of iliac artery (disorder)	13290008	Aneurysm of iliac artery (disorder)
aneurysm of infrarenal abdominal aorta (disorder)	444569004	Aneurysm of infrarenal abdominal aorta (disorder)
aneurysm of popliteal artery (disorder)	48273005	Aneurysm of popliteal artery (disorder)
aneurysm of renal artery (disorder)	36184004	Aneurysm of renal artery (disorder)
aneurysm of thoracic aorta (disorder)	433068007	Aneurysm of thoracic aorta (disorder)
aneurysmal bone cyst (disorder)	203468000	Aneurysmal bone cyst (disorder)
angina (disorder)	194828000	Angina (disorder)
angina decubitus (disorder)	59021001	Angina decubitus (disorder)
angiodysplasia of intestine (disorder)	235853006	Angiodysplasia of intestine (disorder)
angioedema (disorder)	41291007	Angioedema (disorder)
angiography (procedure)	77343006	Angiography (procedure)
angiomyolipoma of kidney (disorder)	254921004	Angiomyolipoma of kidney (disorder)
angiosarcoma of skin (disorder)	254794007	Angiosarcoma of skin (disorder)
angle closure glaucoma suspect (disorder)	1003488007	Angle closure glaucoma suspect (disorder)
angle-closure glaucoma (disorder)	392291006	Angle-closure glaucoma (disorder)
animal bite wound (disorder)	399907009	Animal bite wound (disorder)
anisocoria (disorder)	13045009	Anisocoria (disorder)
anisometropia (disorder)	3289004	Anisometropia (disorder)
anisometropic amblyopia (disorder)	232147001	Anisometropic amblyopia (disorder)
ankle edema (finding)	26237000	Ankle edema (finding)
ankle instability (finding)	813001	Ankle instability (finding)
ankle pain (finding)	247373008	Ankle pain (finding)
ankle ulcer (disorder)	419193008	Ankle ulcer (disorder)
ankylosing spondylitis (disorder)	9631008	Ankylosing spondylitis (disorder)
ankylosis of joint (disorder)	111227009	Ankylosis of joint (disorder)
anogenital warts (disorder)	240542006	Anogenital warts (disorder)
anomaly of tooth position (disorder)	81256000	Anomaly of tooth position (disorder)
anophthalmos (disorder)	7183006	Anophthalmos (disorder)
anorectal disorder (disorder)	426867001	Anorectal disorder (disorder)
anorectal fistula (disorder)	72779005	Anorectal fistula (disorder)
anorectal pain (finding)	197232005	Anorectal pain (finding)
anorexia nervosa (disorder)	56882008	Anorexia nervosa (disorder)
anovulation (finding)	34571000	Anovulation (finding)
anovulatory amenorrhea (finding)	444769001	Anovulatory amenorrhea (finding)
anoxic encephalopathy (disorder)	389098007	Anoxic encephalopathy (disorder)
antenatal care: history of perinatal death (situation)	169583006	Antenatal care: history of perinatal death (situation)
antenatal care: history of stillbirth (situation)	169582001	Antenatal care: history of stillbirth (situation)
antenatal care: poor obstetric history (situation)	169584000	Antenatal care: poor obstetric history (situation)
antenatal screening (procedure)	243787009	Antenatal screening (procedure)
antenatal ultrasound scan abnormal (finding)	169665005	Antenatal ultrasound scan abnormal (finding)
antepartum hemorrhage (disorder)	34842007	Antepartum hemorrhage (disorder)
anterior cord syndrome (disorder)	282785008	Anterior cord syndrome (disorder)
anterior horn cell disease (disorder)	85672005	Anterior horn cell disease (disorder)
anterior proliferative vitreoretinopathy (disorder)	232017001	Anterior proliferative vitreoretinopathy (disorder)
anterior tibial stress syndrome (disorder)	202888004	Anterior tibial stress syndrome (disorder)
anti-nuclear factor detected (finding)	165850001	Anti-nuclear factor detected (finding)
anticoagulant adverse reaction (disorder)	293331003	Anticoagulant adverse reaction (disorder)
anticoagulant therapy (procedure)	182764009	Anticoagulant therapy (procedure)
antineoplastic adverse reaction (disorder)	292196008	Antineoplastic adverse reaction (disorder)
antinuclear antibody above reference range (finding)	444551008	Antinuclear antibody above reference range (finding)
antiphospholipid syndrome (disorder)	26843008	Antiphospholipid syndrome (disorder)
antisocial personality disorder (disorder)	26665006	Antisocial personality disorder (disorder)
anxiety (finding)	48694002	Anxiety (finding)
anxiety attack (finding)	300895004	Anxiety attack (finding)
anxiety disorder (disorder)	197480006	Anxiety disorder (disorder)
anxiety disorder due to a general medical condition (disorder)	52910006	Anxiety disorder due to a general medical condition (disorder)
anxiety disorder of childhood (disorder)	53467004	Anxiety disorder of childhood (disorder)
anxiety state (finding)	198288003	Anxiety state (finding)
anxiolytic dependence (disorder)	231470001	Anxiolytic dependence (disorder)
aortic aneurysm (disorder)	67362008	Aortic aneurysm (disorder)
aortic incompetence, non-rheumatic (disorder)	194983005	Aortic incompetence, non-rheumatic (disorder)
aortic root dilatation (disorder)	251036003	Aortic root dilatation (disorder)
aortic stenosis, non-rheumatic (disorder)	194984004	Aortic stenosis, non-rheumatic (disorder)
aortic valve disorder (disorder)	8722008	Aortic valve disorder (disorder)
aortic valve regurgitation (disorder)	60234000	Aortic valve regurgitation (disorder)
aortic valve sclerosis (disorder)	67754003	Aortic valve sclerosis (disorder)
aortic valve stenosis (disorder)	60573004	Aortic valve stenosis (disorder)
aortoiliac atherosclerosis (disorder)	233956002	Aortoiliac atherosclerosis (disorder)
aphakia (disorder)	24010005	Aphakia (disorder)
aphasia (finding)	87486003	Aphasia (finding)
aphasia as late effect of cerebrovascular disease (disorder)	441630004	Aphasia as late effect of cerebrovascular disease (disorder)
aphthous ulcer of mouth (disorder)	426965005	Aphthous ulcer of mouth (disorder)
aplastic anemia (disorder)	306058006	Aplastic anemia (disorder)
apnea (finding)	1023001	Apnea (finding)
apnea in newborn (finding)	13094009	Apnea in newborn (finding)
apnea of prematurity (disorder)	276544005	Apnea of prematurity (disorder)
appendicitis (disorder)	74400008	Appendicitis (disorder)
apraxia (finding)	68345001	Apraxia (finding)
apraxic aphonia (disorder)	74227009	Apraxic aphonia (disorder)
arachnoid cyst (disorder)	33595009	Arachnoid cyst (disorder)
arachnoiditis (disorder)	8217007	Arachnoiditis (disorder)
arginine vasopressin deficiency (disorder)	45369008	Arginine vasopressin deficiency (disorder)
arginine vasopressin-related polyuria (disorder)	1296758008	Arginine vasopressin-related polyuria (disorder)
arterial embolism (disorder)	54687002	Arterial embolism (disorder)
arterial retinal branch occlusion (disorder)	50821009	Arterial retinal branch occlusion (disorder)
arterial thrombosis (disorder)	65198009	Arterial thrombosis (disorder)
arteriosclerosis obliterans (disorder)	361133006	Arteriosclerosis obliterans (disorder)
arteriosclerosis of coronary artery bypass graft (disorder)	429673002	Arteriosclerosis of coronary artery bypass graft (disorder)
arteriosclerotic gangrene (disorder)	49176002	Arteriosclerotic gangrene (disorder)
arteriosclerotic vascular disease (disorder)	72092001	Arteriosclerotic vascular disease (disorder)
arteriovenous fistula (disorder)	439470001	Arteriovenous fistula (disorder)
arteriovenous graft thrombosis (disorder)	280972008	Arteriovenous graft thrombosis (disorder)
arteritis (disorder)	52089001	Arteritis (disorder)
arthritis (disorder)	3723001	Arthritis (disorder)
arthritis of elbow (disorder)	439656005	Arthritis of elbow (disorder)
arthritis of knee (disorder)	371081002	Arthritis of knee (disorder)
arthritis of spine (disorder)	371082009	Arthritis of spine (disorder)
arthrodesis by anterior interbody technique of cervical region below c2 with bone graft (procedure)	53976000	Arthrodesis by anterior interbody technique of cervical region below C2 with bone graft (procedure)
arthropathy (disorder)	399269003	Arthropathy (disorder)
arthropathy associated with a neurological disorder (disorder)	67536000	Arthropathy associated with a neurological disorder (disorder)
arthropathy of lumbar facet joint (disorder)	428671008	Arthropathy of lumbar facet joint (disorder)
arthropathy of spinal facet joint (disorder)	429350001	Arthropathy of spinal facet joint (disorder)
arthroplasty of knee (procedure)	19063003	Arthroplasty of knee (procedure)
arthroscopically aided anterior cruciate ligament repair (procedure)	55244002	Arthroscopically aided anterior cruciate ligament repair (procedure)
